placekey,location_name,lat,lon,top_category,sub_category,borough,income_known_devices,income_mixing_score,expected_mixing_score,mixing_residual_z,balance_score,expected_balance_score,balance_residual_z,bootstrap_stability_pct,months_confirmed,evidence_tier,direction
224-222@627-s6k-49z,Wendy's,40.842811,-73.897861,Restaurants and Other Eating Places,Limited-Service Restaurants,Bronx,292,0.6296,0.69,-0.797,0.4366,0.4662,-0.355,,0,none,
224-223@627-rwq-zzz,Dunkin',40.824293,-73.859386,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Bronx,218,0.8002,0.865,-0.855,0.5711,0.6877,-1.398,,0,none,
225-223@627-sb9-8sq,New York Diner,40.75355,-73.912962,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,478,0.9351,0.9203,0.322,0.7406,0.7085,0.479,,0,none,
226-222@627-s86-2ff,China Star,40.646573,-73.883461,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,202,0.9059,0.9286,-0.697,0.6894,0.7643,-1.184,,0,none,
226-222@627-wgz-35z,Three Guys From Brooklyn,40.630634,-74.009605,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,450,0.9467,0.9367,0.256,0.775,0.7459,0.414,,0,none,
227-225@627-wc8-nbk,House Bar,40.695652,-73.983976,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,1205,0.9956,0.9763,0.528,0.944,0.8851,0.872,,0,none,
228-224@627-s4v-5s5,Clinton Housing Projects 1505 Park Ave,40.7949,-73.945695,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,237,0.8414,0.8939,-1.285,0.6297,0.6896,-0.766,,0,none,
229-222@627-s8z-c3q,Union Market,40.670844,-73.954691,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,160,0.9812,0.9554,0.714,0.8828,0.8182,0.96,,0,none,
229-224@627-s7t-qpv,Kuku Korean Cuisine - Forest Hills,40.720932,-73.845484,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,84,0.9163,0.8809,0.767,0.7083,0.6815,0.403,,0,none,
22c-222@627-sb7-47q,Sunshine Froyo,40.757655,-73.873971,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,254,0.8538,0.8904,-0.788,0.5994,0.6864,-1.237,,0,none,
22d-223@627-s8k-35z,Taco Bell,40.750911,-73.986751,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,120,0.9793,0.9793,0.056,0.875,0.8717,0.087,,0,none,
22d-224@627-vtz-m49,Gucruavi Llc,40.613017,-74.121772,Restaurants and Other Eating Places,,Staten Island,66,0.7923,0.8241,-0.577,0.553,0.6112,-0.71,,0,none,
22d-228@627-s6h-3t9,My Lady African Market,40.854848,-73.902062,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Bronx,239,0.6474,0.6596,-0.164,0.4278,0.4395,-0.141,,0,none,
22f-222@627-s4r-mff,Cantaloupe Music Productions,40.783003,-73.97726,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities",Manhattan,96,0.9477,0.928,0.557,0.7812,0.7631,0.288,,0,none,
22f-222@627-vv2-xbk,Papa Halal Chicken Corporation,40.625245,-74.148558,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,578,0.8709,0.9115,-0.73,0.6535,0.7202,-0.807,,0,none,
22f-222@627-wc3-85f,Piz-zetta Pizzeria,40.691188,-73.990627,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,50,0.9964,0.9512,1.278,0.95,0.7997,2.277,,0,none,
22g-223@627-wc7-syv,Pret A Manger,40.730139,-73.992155,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,86,0.9747,0.9558,0.538,0.8488,0.8261,0.349,,0,none,
22j-223@627-wdj-tvz,Pro Fit Zone,40.588298,-73.960141,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Brooklyn,460,0.9594,0.9409,0.502,0.8152,0.7739,0.603,,0,none,
22k-223@627-s94-g6k,Basketball Courts,40.678782,-73.906021,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Brooklyn,88,0.9627,0.9446,0.489,0.8409,0.7852,0.823,,0,none,
22k-225@627-vty-2rk,Number One Chinese Kitchen,40.636115,-74.134569,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,113,0.9173,0.9537,-0.656,0.7323,0.8041,-0.866,,0,none,
22m-222@627-rwb-9cq,C&s Value Plus Inc.,40.872755,-73.87817,"General Merchandise Stores, including Warehouse Clubs and Supercenters",,Bronx,127,0.5104,0.6934,-2.405,0.3543,0.4971,-1.712,,0,none,
22m-222@627-s8g-y35,Sophia's Cafe,40.71628,-73.95406,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,51,0.935,0.9474,-0.396,0.7451,0.7984,-0.851,,0,none,
22m-22j@627-s4n-mc5,Crepes Haven,40.786172,-73.951221,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,285,0.9897,0.9566,0.902,0.8991,0.8269,1.018,,0,none,
22x-222@627-s8v-mzf,Family Dollar Stores,40.693242,-73.927728,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Brooklyn,50,0.8061,0.9457,-4.089,0.575,0.798,-3.458,,0,none,
22x-222@627-s8z-rff,Villager,40.672027,-73.960944,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,147,0.9618,0.9531,0.217,0.8027,0.8155,-0.228,,0,none,
235-222@627-s6g-gkz,157 Gourmet Deli,40.822412,-73.916615,Restaurants and Other Eating Places,Limited-Service Restaurants,Bronx,118,0.6015,0.6453,-0.578,0.4089,0.4342,-0.304,,0,none,
235-222@627-s6j-whq,Jojo Pizza,40.82889,-73.87802,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,189,0.7391,0.6968,0.55,0.5146,0.4597,0.656,,0,none,
23j-222@627-s7q-z4v,Domino's Pizza,40.702235,-73.904037,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,148,0.9046,0.8872,0.379,0.6858,0.6859,0.015,,0,none,
26s-226@627-wdb-q4v,Space. Sharks,40.574066,-73.975894,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Brooklyn,51,0.9313,0.9439,-0.4,0.7892,0.7942,-0.109,,0,none,
zzw-222@627-s4v-3bk,Cherry Valley Marketplace,40.787488,-73.944259,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Manhattan,186,0.9124,0.8872,0.702,0.7124,0.6789,0.494,,0,none,
zzw-224@627-s7t-sh5,Pizza Hut,40.729625,-73.862091,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,135,0.9302,0.8886,0.9,0.7315,0.6889,0.63,,0,none,
229-22g@627-wc7-tn5,Partridge at The Standard East Village,40.727795,-73.990823,Food Services and Drinking Places,,Manhattan,100,0.994,0.9576,0.985,0.925,0.8228,1.424,,0,none,
229-222@627-s6j-28v,Pasquale Rigoletto Restaurant,40.853823,-73.889307,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,96,0.8113,0.7261,1.114,0.5729,0.5072,0.786,,0,none,
22m-222@627-s6k-7h5,Prospect Coffee Shop,40.828041,-73.898458,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Bronx,249,0.6103,0.72,-1.442,0.4056,0.491,-1.025,,0,none,
22m-228@627-wdj-sbk,Makan House,40.598411,-73.958916,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,153,0.9441,0.9302,0.37,0.7565,0.7493,0.078,,0,none,
22x-223@627-s8w-wc5,Old Boys and Girls High School Baseball Field,40.660585,-73.934663,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,167,0.9443,0.9256,0.508,0.7994,0.7597,0.577,,0,none,
23g-226@627-wgb-mkz,Topaze Restaurant,40.651419,-73.932522,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Brooklyn,96,0.8546,0.9234,-2.032,0.6016,0.7471,-2.269,,0,none,
2fq-222@627-wc7-9j9,Access Theater,40.718036,-74.002863,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities",Manhattan,133,0.9881,0.9797,0.269,0.8891,0.8783,0.188,,0,none,
22k-222@627-wbz-4qf,Davinci Pizza Restaurant,40.703619,-74.010088,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,90,0.9849,0.9629,0.617,0.8889,0.8379,0.732,,0,none,
22n-222@627-rwv-zj9,J & K Food Center Corp.,40.821313,-73.821531,Grocery Stores,Convenience Stores,Bronx,79,0.9646,0.9219,0.557,0.8354,0.7438,1.098,,0,none,
22n-225@627-s69-ckf,Fast Seafood Market,40.828219,-73.916814,Specialty Food Stores,Fish and Seafood Markets,Bronx,99,0.5989,0.6902,-1.203,0.3889,0.4655,-0.919,,0,none,
22s-222@627-s8g-w6k,Casa Publica,40.718246,-73.952045,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,61,0.9433,0.9468,-0.137,0.8074,0.7996,0.086,,0,none,
22v-222@627-s26-9fz,Key Food,40.677745,-73.744327,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Queens,177,0.8651,0.876,-0.234,0.6667,0.678,-0.146,,0,none,
22z-222@627-s8j-pvz,National Race Masters,40.750145,-73.981382,Spectator Sports,Racetracks,Manhattan,159,0.9775,0.9798,-0.004,0.8553,0.8774,-0.256,,0,none,
22z-222@627-wh2-649,Widdi Catering Hall,40.640396,-74.011866,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,241,0.951,0.9336,0.47,0.805,0.7726,0.465,,0,none,
233-222@627-s6k-q4v,Cosmo's Restaurant,40.845048,-73.88966,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,52,0.534,0.6392,-1.385,0.3365,0.4318,-1.142,,0,none,
237-223@627-s7w-b8v,TJ Asian Bistro,40.746169,-73.913535,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,124,0.7952,0.8869,-1.979,0.5806,0.6865,-1.507,,0,none,
239-222@627-sb8-c5z,Aidas Parkside,40.781503,-73.918018,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,102,0.9716,0.8674,2.252,0.8505,0.6856,2.391,,0,none,
23s-226@627-wgz-nt9,Asal Yemen,40.628367,-74.023255,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,83,0.9453,0.9218,0.646,0.8012,0.7548,0.68,,0,none,
zzw-222@627-wdk-swk,P S 186,40.610754,-73.993987,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,189,0.9291,0.9313,-0.098,0.7579,0.7337,0.34,,0,none,
zzw-222@627-wg7-brk,Canarsie Food Center,40.653761,-73.897441,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Brooklyn,309,0.9346,0.9369,-0.101,0.8042,0.7674,0.533,,0,none,
zzw-222@627-wgy-hnq,Pariscien Bakery,40.646973,-74.011668,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,263,0.9692,0.9511,0.491,0.8061,0.8087,-0.072,,0,none,
zzw-223@627-vs9-grk,Angelina's Kitchen,40.578424,-74.164059,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,264,0.8451,0.8601,-0.285,0.6562,0.6846,-0.373,,0,none,
zzw-225@627-s4n-2c5,Lenwich,40.772654,-73.958884,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,110,0.9524,0.9317,0.586,0.7955,0.7688,0.403,,0,none,
222-223@627-vv2-99f,Food Express Truck,40.628944,-74.172344,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Staten Island,682,0.8906,0.9174,-0.491,0.6796,0.7274,-0.592,,0,none,
222-224@627-rwy-4gk,Planet Fitness,40.834615,-73.850367,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Bronx,115,0.9109,0.856,0.716,0.7065,0.6578,0.583,,0,none,
zzy-225@627-s84-ct9,TLC Sculpture Park Garden,40.672743,-73.900456,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,98,0.8783,0.946,-1.999,0.6582,0.8003,-2.216,,0,none,
zzy-225@627-s87-hqz,2021 Deli & Grocery In,40.687327,-73.858472,Grocery Stores,Convenience Stores,Queens,162,0.8589,0.8828,-0.514,0.6358,0.6901,-0.766,,0,none,
zzy-227@627-s4v-5j9,F L Mini Market Cor,40.792428,-73.946333,Grocery Stores,,Manhattan,165,0.8585,0.8829,-0.566,0.6515,0.6822,-0.373,,0,none,
22r-222@627-s8n-b8v,Patsy's Pizzeria,40.765925,-73.957753,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,58,0.9299,0.9254,0.172,0.7241,0.7555,-0.382,,0,none,
2fq-223@627-s4w-2hq,Azara Kitchen LLC,40.809303,-73.944057,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,56,0.964,0.9435,0.581,0.808,0.7899,0.288,,0,none,
zzw-222@627-s5x-7t9,Kuro Kirin Espresso & Coffee,40.866312,-73.925723,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,179,0.9301,0.8822,1.281,0.7249,0.6697,0.788,,0,none,
zzw-223@627-s9d-8vz,El Fogon Costeno Corp,40.757697,-73.859874,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,338,0.9247,0.8947,0.651,0.7367,0.6822,0.801,,0,none,
zzy-22g@627-s9y-jd9,Kababz On The Wheelz,40.711806,-73.790962,Special Food Services,,Queens,144,0.9216,0.8843,0.808,0.7517,0.6861,0.961,,0,none,
225-222@627-s8j-g6k,Aperitivo By Carta,40.735032,-73.998798,Food Services and Drinking Places,,Manhattan,101,0.9289,0.9642,-0.844,0.7599,0.8322,-0.935,,0,none,
228-222@627-wgj-rc5,Ieg World,40.585647,-73.936328,Performing Arts Companies,,Brooklyn,1495,0.9802,0.966,0.379,0.8637,0.8302,0.482,,0,none,
zzy-22h@627-sb9-p9z,All The Hints,40.756689,-73.926683,Performing Arts Companies,Musical Groups and Artists,Queens,58,0.9168,0.8858,0.671,0.7026,0.6865,0.248,,0,none,
224-223@627-s4r-kmk,76th Street Basketball Courts,40.785297,-73.981907,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,99,0.8767,0.9289,-1.278,0.654,0.7649,-1.455,,0,none,
22p-223@627-w9f-wzf,Cielito Lindo,40.636658,-74.086065,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,91,0.9489,0.9472,0.004,0.7747,0.736,0.389,,0,none,
235-222@627-wdh-yqf,A K Newsstand,40.616621,-73.971567,Book Stores and News Dealers,Book Stores,Brooklyn,186,0.9438,0.9268,0.458,0.7608,0.7411,0.269,,0,none,
zzw-224@627-vs8-vj9,Chocolate Fantasy,40.542289,-74.145515,Specialty Food Stores,Confectionery and Nut Stores,Staten Island,155,0.7918,0.7639,0.458,0.5806,0.5463,0.34,,0,none,
22c-223@627-s8f-2hq,Little Tiffin,40.732225,-73.954387,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,117,0.9857,0.95,1.0,0.891,0.8103,1.207,,0,none,
22f-22j@627-s8j-grk,Dear Pilates,40.738434,-73.992064,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Manhattan,155,0.9753,0.9725,0.128,0.8548,0.8571,0.012,,0,none,
22h-224@627-s8x-z4v,Let's Go Ya Souvlakia,40.678981,-73.973554,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,131,0.9736,0.967,0.156,0.8321,0.8311,-0.018,,0,none,
22t-223@627-s7w-dn5,Fay Da Bakery,40.745943,-73.902715,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,547,0.9192,0.9162,0.068,0.7102,0.7144,-0.043,,0,none,
22s-223@627-vsg-rkz,Mr Pizza's Pasta House,40.591149,-74.16409,Restaurants and Other Eating Places,Full-Service Restaurants,Staten Island,93,0.8057,0.8692,-1.126,0.6667,0.7048,-0.483,,0,none,
zzw-224@627-rwm-92k,T.J. Maxx,40.822722,-73.837021,Department Stores,Department Stores,Bronx,213,0.9244,0.9382,-0.185,0.743,0.7828,-0.479,,0,none,
23q-223@627-s8v-skf,Marians,40.688047,-73.927284,Restaurants and Other Eating Places,Limited-Service Restaurants,Brooklyn,66,0.9848,0.946,1.092,0.8977,0.7998,1.472,,0,none,
zzw-222@627-s93-r8v,Brooklyn Vintage Company,40.701406,-73.91879,Used Merchandise Stores,Used Merchandise Stores,Brooklyn,191,0.9322,0.9512,-0.588,0.7539,0.8031,-0.788,,0,none,
zzw-225@627-s8y-d7q,Dancewave,40.678976,-73.982456,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Brooklyn,219,0.9678,0.9633,0.096,0.8208,0.8403,-0.332,,0,none,
22g-222@627-s93-bff,S&S Barbell,40.697091,-73.932455,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,Brooklyn,345,0.9644,0.9596,0.101,0.8406,0.8284,0.155,,0,none,
22r-223@627-rwj-7h5,Tanares gourmet deli,40.893885,-73.859458,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,368,0.9058,0.8383,0.882,0.7344,0.6196,1.375,,0,none,
22s-223@627-s6b-c89,Dakar Grill,40.844077,-73.914351,Restaurants and Other Eating Places,Full-Service Restaurants,Bronx,319,0.7237,0.683,0.529,0.4969,0.4587,0.456,,0,none,
223-224@627-s9m-pqf,George Harvey Park,40.782888,-73.826129,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Queens,740,0.9392,0.9185,0.449,0.7736,0.7352,0.57,,0,none,
223-222@627-s4v-hbk,Bawarchi Indian Cuisine,40.792761,-73.950317,Restaurants and Other Eating Places,Full-Service Restaurants,Manhattan,95,0.9659,0.937,0.794,0.8289,0.7757,0.762,,0,none,
22m-223@627-wc7-jjv,Baskin Robbins,40.71474,-74.007764,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Manhattan,367,0.987,0.984,0.134,0.8951,0.891,0.098,,0,none,
232-222@627-wg9-kzz,Golden Star Chinese Restaurant,40.651283,-73.942096,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,283,0.9188,0.938,-0.592,0.7473,0.7697,-0.375,,0,none,
229-225@627-s4n-4d9,Afghanistan Kebab House 2,40.768018,-73.959157,Restaurants and Other Eating Places,,Manhattan,199,0.9864,0.9402,1.236,0.892,0.7696,1.697,,0,none,
233-222@627-wh3-zj9,Der Pioneer,40.645995,-73.972141,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,75,0.9706,0.9494,0.581,0.85,0.8061,0.642,,0,none,
23h-223@627-s8w-b49,Utica Gourmet Deli,40.669701,-73.931276,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Brooklyn,174,0.9498,0.9316,0.496,0.7816,0.7799,-0.006,,0,none,
22d-222@627-s69-xqz,Darian Mini Market,40.837917,-73.910948,Grocery Stores,Convenience Stores,Bronx,259,0.5928,0.6789,-1.133,0.3996,0.4563,-0.68,,0,none,
zzy-228@627-s96-syv,Sternberg Park Dog Run,40.707108,-73.946829,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Brooklyn,174,0.9811,0.96,0.577,0.8664,0.8254,0.598,,0,none,
zzy-223@627-s7s-3bk,Sabor Guayaco,40.748671,-73.869926,Special Food Services,,Queens,132,0.8458,0.8767,-0.666,0.6004,0.666,-0.929,,0,none,
zzy-22t@627-wbn-mtv,The Diller - Von Furstenberg Sundeck,40.741771,-74.007889,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,69,0.9953,0.9263,1.82,0.9384,0.7581,2.479,,0,none,
224-223@627-wc7-qvf,Win Son Bakery,40.72458,-73.990832,Restaurants and Other Eating Places,Limited-Service Restaurants,Manhattan,174,0.9936,0.9813,0.369,0.9239,0.8916,0.478,,0,none,
229-223@627-s4m-v9f,49 E 86 St,40.780908,-73.958513,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,Manhattan,263,0.9334,0.9533,-0.454,0.751,0.8149,-0.822,,0,none,
22j-223@627-s87-nwk,Grand Star 99 Cents Up,40.695573,-73.839977,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,Queens,225,0.8925,0.8883,0.093,0.7056,0.6877,0.274,,0,none,
22q-223@627-s8x-t7q,Ikigai,40.687329,-73.974854,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,68,0.9598,0.9605,-0.055,0.8199,0.8282,-0.161,,0,none,
23r-224@627-s94-c3q,Unruly Collective,40.688943,-73.905973,"Promoters of Performing Arts, Sports, and Similar Events","Promoters of Performing Arts, Sports, and Similar Events with Facilities",Brooklyn,98,0.9511,0.9361,0.398,0.8061,0.7591,0.689,,0,none,
zzw-229@627-s99-9cq,Crystal Skincare,40.762511,-73.818241,Personal Care Services,Beauty Salons,Queens,63,0.918,0.9159,0.047,0.746,0.7482,-0.015,,0,none,
222-222@627-rzx-3t9,Trattoria,40.768998,-73.774294,Restaurants and Other Eating Places,Restaurants and Other Eating Places,Queens,316,0.867,0.8869,-0.428,0.682,0.6849,-0.026,,0,none,
227-223@627-wbt-sbk,Marquee New York,40.750066,-74.002806,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Manhattan,67,0.9438,0.9445,0.037,0.8172,0.7946,0.348,,0,none,
227-226@627-wdm-p5f,Aldo's Mexican Deli,40.619929,-73.989562,Restaurants and Other Eating Places,Full-Service Restaurants,Brooklyn,233,0.8713,0.9266,-1.642,0.6416,0.7253,-1.318,,0,none,
228-228@627-s99-975,Raising Cane's,40.75966,-73.830485,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,560,0.9368,0.9408,-0.083,0.7388,0.7621,-0.318,,0,none,
229-226@627-wfy-yvz,Halsey Bar And Grill,40.632291,-73.933941,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),Brooklyn,166,0.9665,0.9315,0.981,0.8163,0.7684,0.703,,0,none,
22b-223@627-s7k-b8v,Subway,40.727544,-73.893155,Restaurants and Other Eating Places,Limited-Service Restaurants,Queens,123,0.8466,0.8827,-0.779,0.6423,0.6891,-0.658,,0,none,
22b-224@627-ryw-26k,Happy Da Dhaba,40.737549,-73.708558,Restaurants and Other Eating Places,Full-Service Restaurants,Queens,102,0.8847,0.8748,0.216,0.6838,0.6823,0.039,,0,none,
22c-222@627-s64-vfz,Bronx Express Superette Corp,40.882518,-73.897767,Grocery Stores,Convenience Stores,Bronx,69,0.8106,0.8432,-0.431,0.5906,0.6225,-0.384,,0,none,
22g-222@627-s9x-6tv,Dunkin',40.722979,-73.799457,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Queens,110,0.8685,0.8786,-0.216,0.6477,0.6928,-0.633,,0,none,
22g-223@627-rwy-c5z,La Casa Del Caffe,40.84853,-73.8549,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,Bronx,65,0.9565,0.9097,0.61,0.8269,0.7453,0.978,,0,none,
